GEOID,variable,est_2009,est_2019,borough,PUMA,label,concept
3604010,B05002_003,54999,56420,Brooklyn,4010,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604010,B05002_004,7523,6338,Brooklyn,4010,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604010,B05002_009,1762,2529,Brooklyn,4010,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604010,B05002_013,71473,69683,Brooklyn,4010,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604010,B07001_001,134260,133422,Brooklyn,4010,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604010,B07001_017,125443,126886,Brooklyn,4010,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604010,B07001_033,6860,4628,Brooklyn,4010,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604010,B07001_049,702,861,Brooklyn,4010,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604010,B07001_065,466,534,Brooklyn,4010,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604010,B07001_081,789,513,Brooklyn,4010,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604010,B25010_001,2.78,2.68,Brooklyn,4010,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604010,B25010_002,3.28,3.06,Brooklyn,4010,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604010,B25010_003,2.53,2.47,Brooklyn,4010,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604011,B05002_001,110823,107532,Brooklyn,4011,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604011,B05002_003,50490,46948,Brooklyn,4011,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604011,B05002_004,11548,15253,Brooklyn,4011,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604011,B05002_009,2390,2235,Brooklyn,4011,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604011,B05002_013,46395,43096,Brooklyn,4011,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604011,B07001_001,109056,106269,Brooklyn,4011,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604011,B07001_017,99415,96709,Brooklyn,4011,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604011,B07001_033,6001,5660,Brooklyn,4011,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604011,B07001_049,1873,1814,Brooklyn,4011,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604011,B07001_065,1094,1474,Brooklyn,4011,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604011,B07001_081,673,612,Brooklyn,4011,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604011,B25010_001,2.67,2.47,Brooklyn,4011,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604011,B25010_002,3.51,2.91,Brooklyn,4011,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604011,B25010_003,2.52,2.38,Brooklyn,4011,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604012,B05002_001,151077,140195,Brooklyn,4012,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604012,B05002_003,59331,56210,Brooklyn,4012,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604012,B05002_004,11859,14483,Brooklyn,4012,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604012,B05002_009,7182,5919,Brooklyn,4012,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604012,B05002_013,72705,63583,Brooklyn,4012,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604012,B07001_001,148350,138395,Brooklyn,4012,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604012,B07001_017,127491,124993,Brooklyn,4012,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604012,B07001_033,12509,8417,Brooklyn,4012,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604012,B07001_049,3060,2014,Brooklyn,4012,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604012,B07001_065,2641,1309,Brooklyn,4012,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604012,B07001_081,2649,1662,Brooklyn,4012,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604012,B25010_001,3.2,3.11,Brooklyn,4012,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604012,B25010_002,3.15,3.08,Brooklyn,4012,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604012,B25010_003,3.22,3.12,Brooklyn,4012,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604013,B05002_001,131139,122743,Brooklyn,4013,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604013,B05002_003,68875,62358,Brooklyn,4013,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604013,B05002_004,8326,9434,Brooklyn,4013,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604013,B05002_009,3529,3728,Brooklyn,4013,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604013,B05002_013,50409,47223,Brooklyn,4013,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604013,B07001_001,129410,120845,Brooklyn,4013,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604013,B07001_017,117263,109565,Brooklyn,4013,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604013,B07001_033,7196,7056,Brooklyn,4013,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604013,B07001_049,1796,1501,Brooklyn,4013,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604013,B07001_065,1780,1206,Brooklyn,4013,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604013,B07001_081,1375,1517,Brooklyn,4013,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604013,B25010_001,2.61,2.56,Brooklyn,4013,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604013,B25010_002,2.84,2.74,Brooklyn,4013,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604013,B25010_003,2.46,2.42,Brooklyn,4013,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604014,B05002_001,166578,154796,Brooklyn,4014,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604014,B05002_003,102749,97386,Brooklyn,4014,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604014,B05002_004,6113,9375,Brooklyn,4014,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604014,B05002_009,3936,4686,Brooklyn,4014,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604014,B05002_013,53780,43349,Brooklyn,4014,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604014,B07001_001,162787,151214,Brooklyn,4014,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604014,B07001_017,153332,141842,Brooklyn,4014,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604014,B07001_033,6806,6275,Brooklyn,4014,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604014,B07001_049,692,1146,Brooklyn,4014,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604014,B07001_065,751,903,Brooklyn,4014,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604014,B07001_081,1206,1048,Brooklyn,4014,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604014,B25010_001,3.51,3.47,Brooklyn,4014,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604014,B25010_002,3.58,3.51,Brooklyn,4014,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604014,B25010_003,3.47,3.45,Brooklyn,4014,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604015,B05002_001,158531,157511,Brooklyn,4015,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604015,B05002_003,73022,75192,Brooklyn,4015,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604015,B05002_004,11063,13379,Brooklyn,4015,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604015,B05002_009,3421,3724,Brooklyn,4015,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604015,B05002_013,71025,65216,Brooklyn,4015,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604015,B07001_001,156097,155349,Brooklyn,4015,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604015,B07001_017,145194,142560,Brooklyn,4015,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604015,B07001_033,7299,8229,Brooklyn,4015,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604015,B07001_049,1345,1869,Brooklyn,4015,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604015,B07001_065,762,1123,Brooklyn,4015,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604015,B07001_081,1497,1568,Brooklyn,4015,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604015,B25010_001,2.79,2.73,Brooklyn,4015,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604015,B25010_002,3.29,3.15,Brooklyn,4015,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604015,B25010_003,2.64,2.59,Brooklyn,4015,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604016,B05002_001,147633,151100,Brooklyn,4016,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604016,B05002_003,72300,68767,Brooklyn,4016,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604016,B05002_004,4810,5687,Brooklyn,4016,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604016,B05002_009,2119,2705,Brooklyn,4016,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604016,B05002_013,68404,73941,Brooklyn,4016,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604016,B07001_001,145590,148943,Brooklyn,4016,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604016,B07001_017,134494,136103,Brooklyn,4016,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604016,B07001_033,8228,8773,Brooklyn,4016,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604016,B07001_049,873,1237,Brooklyn,4016,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604016,B07001_065,875,803,Brooklyn,4016,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604016,B07001_081,1120,2027,Brooklyn,4016,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604016,B25010_001,2.6,2.68,Brooklyn,4016,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604016,B25010_002,2.92,2.87,Brooklyn,4016,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604016,B25010_003,2.31,2.51,Brooklyn,4016,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604017,B05002_001,184656,189058,Brooklyn,4017,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604017,B05002_003,74955,74996,Brooklyn,4017,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604017,B05002_004,4831,5292,Brooklyn,4017,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604017,B05002_009,3922,4099,Brooklyn,4017,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604017,B05002_013,100948,104671,Brooklyn,4017,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604017,B07001_001,182585,187051,Brooklyn,4017,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604017,B07001_017,167235,168042,Brooklyn,4017,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604017,B07001_033,10736,13818,Brooklyn,4017,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604017,B07001_049,1190,1731,Brooklyn,4017,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604017,B07001_065,566,1118,Brooklyn,4017,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604017,B07001_081,2858,2342,Brooklyn,4017,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604017,B25010_001,2.91,2.95,Brooklyn,4017,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604017,B25010_002,3.23,3.24,Brooklyn,4017,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604017,B25010_003,2.72,2.79,Brooklyn,4017,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604018,B05002_001,106296,113480,Brooklyn,4018,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604018,B05002_003,42142,45209,Brooklyn,4018,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604018,B05002_004,4200,3948,Brooklyn,4018,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604018,B05002_009,3300,3630,Brooklyn,4018,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604018,B05002_013,56654,60693,Brooklyn,4018,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604018,B07001_001,105503,112173,Brooklyn,4018,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604018,B07001_017,97553,102681,Brooklyn,4018,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604018,B07001_033,5807,6980,Brooklyn,4018,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604018,B07001_049,810,1003,Brooklyn,4018,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604018,B07001_065,514,298,Brooklyn,4018,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604018,B07001_081,819,1211,Brooklyn,4018,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604018,B25010_001,2.35,2.43,Brooklyn,4018,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604018,B25010_002,2.59,2.65,Brooklyn,4018,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604018,B25010_003,2.25,2.35,Brooklyn,4018,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604101,B05002_001,172617,163960,Queens,4101,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604101,B05002_003,72036,70264,Queens,4101,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604101,B05002_004,23425,26097,Queens,4101,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604101,B05002_009,5566,4533,Queens,4101,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604101,B05002_013,71590,63066,Queens,4101,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604101,B07001_001,170862,162198,Queens,4101,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604101,B07001_017,149218,141697,Queens,4101,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604101,B07001_033,10003,8739,Queens,4101,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604101,B07001_049,6284,6345,Queens,4101,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604101,B07001_065,3233,3333,Queens,4101,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604101,B07001_081,2124,2084,Queens,4101,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604101,B25010_001,2.36,2.3,Queens,4101,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604101,B25010_002,2.71,2.58,Queens,4101,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604101,B25010_003,2.28,2.23,Queens,4101,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604102,B05002_001,181089,171657,Queens,4102,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604102,B05002_003,58699,59927,Queens,4102,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604102,B05002_004,5611,5868,Queens,4102,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604102,B05002_009,3595,3768,Queens,4102,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604102,B05002_013,113184,102094,Queens,4102,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604102,B07001_001,178765,169651,Queens,4102,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604102,B07001_017,161907,158810,Queens,4102,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604102,B07001_033,12129,7280,Queens,4102,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604102,B07001_049,1669,1708,Queens,4102,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604102,B07001_065,1176,543,Queens,4102,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
